filename,Sr_No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,llm_label
dia9_utt3.wav,100,Can you hold on a moment? I have another call.  I love her.,chandler,joy,positive,9,3,2,5,"00:02:10,547","00:02:14,758",surprise
dia9_utt7.wav,104,"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?",chandler,neutral,neutral,9,7,2,5,"00:02:19,347","00:02:25,561",fear
dia9_utt9.wav,106,Ok.  Ok. Having a phone has finally paid off.,chandler,joy,positive,9,9,2,5,"00:02:32,318","00:02:34,528",joy
dia9_utt10.wav,107,"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, Hey, you're not Bob.",ross,neutral,neutral,9,10,2,5,"00:02:36,823","00:02:43,620",neutral
dia9_utt11.wav,108,"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.",chandler,neutral,neutral,9,11,2,5,"00:02:47,375","00:02:52,337",joy
dia9_utt12.wav,109,Oh my god. You are pure evil.,ross,disgust,negative,9,12,2,5,"00:02:52,547","00:02:55,299",disgust
dia9_utt13.wav,110,"Ok, pure evil , horny and alone . I've done this",chandler,anger,negative,9,13,2,5,"00:02:56,634","00:03:05,058",neutral
dia10_utt1.wav,112,Nobody respects the bucket!,phoebe,anger,negative,10,1,5,10,"0:11:58,551","0:11:59,947",anger
dia10_utt2.wav,113,You wouldn't believe what people put in here!,phoebe,anger,negative,10,2,5,10,"00:12:00,553","00:12:02,721",surprise
dia10_utt4.wav,115,"Okay, does this look like a garbage can to you?",phoebe,anger,negative,10,4,5,10,"00:12:02,888","00:12:07,016",disgust
dia11_utt0.wav,117,This is my wedding.,ross,neutral,neutral,11,0,4,23,"00:03:10,815","00:03:12,024",anger
dia11_utt1.wav,118,"All right, y’know what? We really are late! Let’s go! Let’s go! Let’s go!!",monica,anger,negative,11,1,4,23,"00:03:13,318","00:03:16,737",fear
dia11_utt2.wav,119,Fine. You’ll-you’ll watch it on video when we get back.,ross,neutral,neutral,11,2,4,23,"00:03:18,781","00:03:21,491",anger
dia11_utt3.wav,120,Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.,chandler,joy,positive,11,3,4,23,"00:03:22,869","00:03:25,704",joy
dia11_utt6.wav,123,"All right, let’s go! Bye, Pheebs!",ross,joy,positive,11,6,4,23,"00:03:32,503","00:03:34,463",joy
dia11_utt9.wav,126,"Oh, do you need a hug? You don’t have to bring me anything!",phoebe,joy,positive,11,9,4,23,"00:03:44,849","00:03:51,563",joy
dia12_utt1.wav,128,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I’ll have my health insurance back in no time.,joey,joy,positive,12,1,6,4,"00:09:47,295","00:09:56,177",joy
dia12_utt2.wav,129,"That’s great, but shouldn’t you be on the toilet right now?",chandler,disgust,negative,12,2,6,4,"00:09:57,346","00:10:00,890",neutral
dia12_utt4.wav,131,What’s wrong with you?,chandler,disgust,negative,12,4,6,4,"0:10:05,647","0:10:06,929",disgust
dia12_utt6.wav,133,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven’t been able to stand up since.",joey,fear,negative,12,6,6,4,"00:10:08,190","00:10:18,575",fear
dia12_utt7.wav,134,"But um, I don’t think it’s anything serious.",joey,neutral,neutral,12,7,6,4,"00:10:18,743","00:10:21,536",neutral
dia12_utt8.wav,135,This sounds like a hernia. You have to—you-you go to the doctor!,chandler,surprise,negative,12,8,6,4,"00:10:21,704","00:10:24,706",fear
dia12_utt9.wav,136,"No way! ‘Kay look, if I have to go to the doctor for anything it’s gonna be for this thing sticking out of my stomach!",joey,fear,negative,12,9,6,4,"00:10:24,874","00:10:31,463",fear
dia12_utt10.wav,137,That’s a hernia.,chandler,disgust,negative,12,10,6,4,"00:10:34,842","00:10:36,009",neutral
dia12_utt11.wav,138,Why did I have to start working out again?  Damn you 15s!,joey,anger,negative,12,11,6,4,"00:10:36,177","00:10:41,556",anger
dia13_utt0.wav,139,I love your place! Where is this guy from?,mona,joy,positive,13,0,8,8,"00:10:36,844","00:10:40,930",joy
dia13_utt1.wav,140,Uh that’s an eighteenth century Indian artifact from Calcutta.,ross,neutral,neutral,13,1,8,8,"00:10:41,098","00:10:50,899",neutral
dia13_utt2.wav,141,"Oh wow! So, you’re more than just dinosaurs.",mona,surprise,positive,13,2,8,8,"00:10:44,894","00:10:50,899",surprise
dia13_utt3.wav,142,So much more.,ross,neutral,neutral,13,3,8,8,"00:10:51,567","00:10:53,485",joy
dia14_utt0.wav,143,"Well, well to sum up, we’re having fun, you look young.",ross,neutral,neutral,14,0,8,11,"00:13:42,112","00:13:53,456",neutral
dia14_utt2.wav,145,But that’s not enough. So… So…here’s a key to my apartment.,ross,neutral,neutral,14,2,8,11,"00:13:57,253","00:14:06,135",joy
dia14_utt5.wav,148,You don’t think this is too fast.,mona,neutral,neutral,14,5,8,11,"00:14:16,897","00:14:20,316",fear
dia15_utt1.wav,150,"Ross, can I talk to you for a minute?",charlie,neutral,neutral,15,1,9,23,"00:42:15,032","00:42:16,908",neutral
dia15_utt2.wav,151,"Yes, please!  So, what's going on?",ross,neutral,neutral,15,2,9,23,"00:42:17,117","00:42:23,998",neutral
dia15_utt3.wav,152,"Uh, well... Joey and I broke up.",charlie,sadness,negative,15,3,9,23,"00:42:26,126","00:42:29,754",sadness
dia15_utt4.wav,153,"Oh my God, wh-what happened?",ross,surprise,negative,15,4,9,23,"00:42:30,464","00:42:35,885",surprise
dia15_utt5.wav,154,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!",charlie,sadness,negative,15,5,9,23,"00:42:36,053","00:42:44,561",surprise
dia15_utt6.wav,155,I knew that was him!,ross,anger,negative,15,6,9,23,"00:42:42,059","00:42:44,561",joy
dia15_utt7.wav,156,"Anyway I just, uh, I think it's for the best.",charlie,sadness,negative,15,7,9,23,"00:42:46,313","00:42:50,108",sadness
dia15_utt8.wav,157,"Hey, you ok?",ross,neutral,neutral,15,8,9,23,"0:42:51,068","0:42:52,950",neutral
dia15_utt10.wav,159,There was hum...  there was another reason that I thought it was time to end it with Joey.,charlie,neutral,neutral,15,10,9,23,"00:42:57,866","00:43:05,915",sadness
dia15_utt11.wav,160,I started to realize that I was having feelings for someone  else.,charlie,neutral,neutral,15,11,9,23,"00:43:06,667","00:43:12,547",neutral
dia15_utt13.wav,162,"Oh, professor Clerk we're kind of in the middle of a conversation, here.",ross,neutral,neutral,15,13,9,23,"00:43:19,388","00:43:22,765",disgust
dia15_utt14.wav,163,"Yeah, can you guys just throw him in the pool later?",charlie,neutral,neutral,15,14,9,23,"0:43:22,933","0:43:24,905",neutral
dia15_utt18.wav,167,Aren't we a little old for this?,ross,anger,negative,15,18,9,23,"0:43:28,699","0:43:30,985",disgust
dia15_utt19.wav,168,"I mean, we're scientists, right?",ross,neutral,neutral,15,19,9,23,"0:43:31,066","0:43:32,788",neutral
dia15_utt21.wav,170,And most importantly I... you-you will have to catch us first.,ross,joy,positive,15,21,9,23,"00:43:33,902","00:43:37,780",fear
dia15_utt22.wav,172,"GO, GO, GO!",ross,joy,positive,15,22,9,23,"00:43:37,948","00:43:40,366",fear
dia16_utt0.wav,173,"Go, go, go!",ross,joy,positive,16,0,3,25,"00:04:41,197","00:04:42,239",fear
dia16_utt1.wav,174,"Oh yeah, now everybody wants to be under this hat!",rachel,joy,positive,16,1,3,25,"00:04:42,407","00:04:44,574",joy
dia16_utt3.wav,176,What’s with all this sand?,monica,surprise,negative,16,3,3,25,"00:04:52,333","00:04:54,001",neutral
dia16_utt4.wav,177,"Oh, yeah, Bob said there might be flood damage.",phoebe,neutral,neutral,16,4,3,25,"00:04:54,168","00:04:56,795",neutral
dia16_utt5.wav,178,"Yeah, either that, or he has a really big cat.",ross,neutral,neutral,16,5,3,25,"00:04:57,005","00:04:59,214",surprise
dia17_utt0.wav,179,"Okay, see that blind guy right there? I'm gonna bash his head in later.",joey,anger,negative,17,0,5,19,"00:06:15,416","00:06:19,127",neutral
dia17_utt1.wav,180,"Oh umm, my big scene is coming up. Big scene coming up.",joey,joy,positive,17,1,5,19,"00:06:21,506","00:06:25,542",fear
dia17_utt2.wav,181,"If you said, Big lima bean, bubbling up. Would she understand the difference?",chandler,neutral,neutral,17,2,5,19,"00:06:25,551","00:06:29,012",neutral
dia17_utt3.wav,182,Rach? What are you doing?,monica,neutral,neutral,17,3,5,19,"00:06:32,183","00:06:33,517",surprise
dia17_utt4.wav,183,"Oh boy, I just can't watch. It's too scary!",rachel,fear,negative,17,4,5,19,"00:06:33,976","00:06:37,020",fear
dia17_utt5.wav,184,It's a diaper commercial.,monica,neutral,neutral,17,5,5,19,"00:06:37,480","00:06:39,731",neutral
dia17_utt6.wav,185,"Oh yeah well, you know me, babies, responsibilities, ahhh!!!",rachel,fear,negative,17,6,5,19,"00:06:40,817","00:06:43,735",surprise
dia17_utt8.wav,187,I'll get it! I will get that!,ross,joy,positive,17,8,5,19,"0:06:49,793","0:06:50,887",surprise
dia18_utt0.wav,190,"Hey, you wanna get something to eat or uh, do you wanna see how long we can throw this ball back and forth? Huh?",ross,neutral,neutral,18,0,5,21,"00:05:05,096","00:05:09,474",joy
dia18_utt1.wav,191,"Uhh, the ball thing.",joey,neutral,neutral,18,1,5,21,"0:05:09,642","0:05:11,603",surprise
dia18_utt3.wav,193,"Hey Ross, wouldn't it be great if we could go two straight hours without dropping it?!",joey,joy,positive,18,3,5,21,"00:05:14,022","00:05:19,109",joy
dia18_utt8.wav,198,I have to pee. And Rachel's in the bathroom!,joey,sadness,negative,18,8,5,21,"00:05:30,330","00:05:34,166",surprise
dia18_utt9.wav,199,"Man, I didn't think we were gonna make it!",joey,surprise,positive,18,9,5,21,"00:05:39,047","00:05:41,548",joy
dia18_utt10.wav,200,"I know!  Don't switch hands, okay?",ross,fear,negative,18,10,5,21,"00:05:42,383","00:05:45,969",surprise
dia20_utt0.wav,203,How did it go with Erin?,rachel,neutral,neutral,20,0,7,7,"00:10:56,155","00:10:59,157",neutral
dia20_utt1.wav,204,"Oh, unbelievable! We had the best time!",joey,joy,positive,20,1,7,7,"00:10:59,408","00:11:01,368",joy
dia20_utt2.wav,205,"Yay!! Oh so, you’re not, you’re not mad at us anymore?",phoebe,joy,positive,20,2,7,7,"00:11:01,535","00:11:06,164",joy
dia20_utt6.wav,209,You guys were totally right!,joey,joy,positive,20,6,7,7,"0:11:05,303","0:11:06,298",joy
dia20_utt7.wav,210,This is so much better than the first time we went out.,joey,joy,positive,20,7,7,7,"00:11:06,374","00:11:08,625",joy
dia20_utt9.wav,212,"That was so awkward, we were really nervous.",joey,neutral,neutral,20,9,7,7,"00:11:08,834","00:11:11,378",fear
dia20_utt10.wav,213,Didn’t you sleep together?,phoebe,neutral,neutral,20,10,7,7,"0:11:11,629","0:11:12,811",surprise
dia20_utt11.wav,214,"Yeah, that really calms me down.",joey,neutral,neutral,20,11,7,7,"0:11:12,811","0:11:14,723",neutral
dia20_utt14.wav,217,"She loves sandwiches, sports, although she is a Met fan, not much of an issue now but if we were ever to have kids, well that’s a",joey,joy,positive,20,14,7,7,"00:11:18,928","00:11:31,356",joy
dia20_utt15.wav,218,"Oh my God! Listen to you talkin’ about having kids. Oh my Joey.  Oh, please don’t get married before I do.",rachel,surprise,positive,20,15,7,7,"00:11:27,228","00:11:37,862",surprise
dia21_utt0.wav,220,How does she do that?,monica,surprise,negative,21,0,1,4,"00:01:49,275","00:01:51,485",surprise
dia21_utt1.wav,221,I cannot sleep in a public place.,ross,neutral,neutral,21,1,1,4,"00:01:51,653","00:01:54,822",fear
dia21_utt2.wav,222,Would you look at her? She is so peaceful.,monica,joy,positive,21,2,1,4,"00:01:54,989","00:02:00,994",joy
dia21_utt3.wav,223,Oh! What what what! ...Hi.,phoebe,surprise,positive,21,3,1,4,"00:02:01,162","00:02:03,622",surprise
dia21_utt4.wav,224,"It's okay, y'know, you just nodded off again.",ross,neutral,neutral,21,4,1,4,"00:02:03,790","00:02:05,958",neutral
dia21_utt5.wav,225,What's going on with you?,monica,surprise,positive,21,5,1,4,"00:02:06,126","00:02:08,127",neutral
dia21_utt6.wav,226,I got no sleep last night!,phoebe,anger,negative,21,6,1,4,"0:02:08,294","0:02:09,587",anger
dia21_utt8.wav,228,"My grandmother has this new boyfriend, and they're both kind of insecure in bed.",phoebe,disgust,negative,21,8,1,4,"00:02:10,088","00:02:17,177",neutral
dia21_utt9.wav,229,"Oh, and deaf.",phoebe,neutral,neutral,21,9,1,4,"00:02:17,345","00:02:18,887",surprise
dia21_utt10.wav,230,"So they're constantly, like, having to reassure each other that they're having a good time.",phoebe,neutral,neutral,21,10,1,4,"00:02:20,682","00:02:24,726",neutral
dia21_utt11.wav,231,You have no idea how loud they are!,phoebe,disgust,negative,21,11,1,4,"00:02:24,894","00:02:26,937",disgust
dia21_utt12.wav,232,"Well, if you want, you can stay with Rachel and me tonight.",monica,neutral,neutral,21,12,1,4,"0:02:29,023","0:02:30,900",neutral
dia22_utt0.wav,234,Ew! What is that? Something exploded!,joey,disgust,negative,22,0,1,23,"00:09:00,248","00:09:03,667",disgust
dia22_utt2.wav,236,"Water breaking, what do you mean? What's that, water breaking?",joey,surprise,negative,22,2,1,23,"00:09:06,337","00:09:09,714",surprise
dia23_utt0.wav,238,"Are you insane? I mean Joey, is going to kill you, he’s actually going to kill you dead.",monica,surprise,negative,23,0,3,11,"00:10:13,321","00:10:19,909",surprise
dia23_utt1.wav,239,Okay! You don’t think I thought of that?,chandler,anger,negative,23,1,3,11,"00:10:17,825","00:10:19,909",anger
dia23_utt2.wav,240,How can you not know which one?,phoebe,surprise,negative,23,2,3,11,"0:10:20,870","0:10:22,422",surprise
dia23_utt3.wav,241,I mean that’s unbelievable.,rachel,joy,positive,23,3,3,11,"0:10:22,422","0:10:23,751",surprise
dia23_utt4.wav,242,"I mean, was it Gina?",monica,neutral,neutral,23,4,3,11,"0:10:23,873","0:10:24,873",neutral
dia23_utt6.wav,244,"Dark, big hair, with the airplane earrings.",rachel,neutral,neutral,23,6,3,11,"00:10:26,042","00:10:28,209",neutral
dia23_utt7.wav,245,"No, no, no, that’s Dina.",monica,neutral,neutral,23,7,3,11,"00:10:28,377","00:10:30,420",disgust
dia23_utt8.wav,246,"You see you can’t tell which one is which either, dwha!!",chandler,surprise,negative,23,8,3,11,"00:10:30,588","00:10:44,809",surprise
dia24_utt0.wav,247,"I don’t know, you thought ‘See you Saturday’ was funny.",rachel,neutral,neutral,24,0,3,14,"00:10:40,389","00:10:44,059",neutral
dia24_utt1.wav,248,"Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with.",rachel,neutral,neutral,24,1,3,14,"00:10:44,727","00:10:49,397",neutral
dia24_utt2.wav,249,You guys would never want to go to a lecture with me.,rachel,neutral,neutral,24,2,3,14,"00:10:49,565","00:10:51,483",sadness
dia24_utt3.wav,250,Pa-haa!! I would love to go with you.,ross,joy,positive,24,3,3,14,"00:10:54,987","00:10:56,571",joy
dia24_utt5.wav,252,"Yeah, hey I-I have clothes, I even pick them out.",ross,neutral,neutral,24,5,3,14,"00:10:58,032","00:11:01,660",neutral
dia24_utt6.wav,253,"I mean for, for all you know I could be a fashion..... monger.",ross,neutral,neutral,24,6,3,14,"00:11:01,827","00:11:05,121",neutral
dia24_utt7.wav,254,"Okay. Honey, I would love for you to go with me.  What?",rachel,joy,positive,24,7,3,14,"00:11:11,379","00:11:15,256",surprise
dia24_utt8.wav,255,"What should I wear, now I’m all nervous.",ross,fear,negative,24,8,3,14,"00:11:15,549","00:11:19,969",fear
dia25_utt0.wav,256,": I know, we did it!! Hey, that was incredible, huh?!",mr. treeger,joy,positive,25,0,4,4,"00:20:36,693","00:20:40,321",joy
dia25_utt1.wav,257,"I know, it was amazing! I mean, we totally nailed it, it was beautiful.",joey,joy,positive,25,1,4,4,"00:20:40,572","00:20:44,075",joy
dia25_utt2.wav,258,": Thank you, listen, thanks a lot Tribbiani, . Oh my God, look at the time, I gotta catch the bus to the ball.",mr. treeger,joy,positive,25,2,4,4,"00:20:44,284","00:20:51,916",surprise
dia25_utt3.wav,259,"Oh well, okay, good luck.",joey,joy,positive,25,3,4,4,"00:20:52,459","00:20:56,462",neutral
dia25_utt5.wav,261,Unless you wanna practice the Foxtrot again? Or-or the Tango?,joey,neutral,neutral,25,5,4,4,"00:20:56,713","00:21:00,716",joy
dia25_utt6.wav,262,": Ahh, thanks but no. You see I-I think I’m ready to dance with girls.",mr. treeger,neutral,neutral,25,6,4,4,"00:21:01,093","00:21:09,350",neutral
dia25_utt9.wav,265,Go get ‘em Treeger.,joey,neutral,neutral,25,9,4,4,"00:21:09,601","00:21:11,852",joy
dia25_utt10.wav,266,": Right.  Hey, ahh, you wanna come? Marge has a girlfriend.",mr. treeger,neutral,neutral,25,10,4,4,"00:21:16,275","00:21:19,860",neutral
dia25_utt12.wav,268,": Yeah, you could dance real good with her, she’s the same size as me.",mr. treeger,neutral,neutral,25,12,4,4,"00:21:22,364","00:21:24,991",neutral
dia25_utt13.wav,269,"No, I’m good.",joey,neutral,neutral,25,13,4,4,"00:21:25,367","00:21:26,867",neutral
dia26_utt0.wav,270,"Oh God, this is so nerve wracking! How-how do you do this?",ross,surprise,negative,26,0,5,18,"00:09:41,414","00:09:44,958",fear
dia26_utt1.wav,271,"Well, unfortunately, I don't get many callbacks so",joey,neutral,neutral,26,1,5,18,"00:09:45,126","00:09:48,128",sadness
dia26_utt2.wav,272,Is it a good sign that they asked us to hang around after the audition?,carol,surprise,positive,26,2,5,18,"00:09:49,046","00:09:51,715",surprise
dia26_utt5.wav,275,Yes!! I knew it!!  Bye-bye! So long! Later!,ross,joy,positive,26,5,5,18,"00:10:03,144","00:10:13,403",joy
dia26_utt6.wav,276,Oh this is great! I might actually get to play Ben's dad!,joey,joy,positive,26,6,5,18,"00:10:15,281","00:10:17,824",joy
dia26_utt11.wav,281,"Man, this is gonna be kinda weird.",joey,sadness,negative,26,11,5,18,"00:10:29,920","00:10:35,508",surprise
dia26_utt12.wav,282,"Yeah, it is.",ross,neutral,neutral,26,12,5,18,"00:10:32,757","00:10:35,508",neutral
dia26_utt13.wav,283,"No, we-we're gonna be like best friends, that's why it's gonna be weird.",ross,neutral,neutral,26,13,5,18,"00:10:40,514","00:10:44,142",neutral
dia27_utt0.wav,284,"Okay, come on, I can't get married until I get something old, something new, something borrowed, and something blue.",monica,sadness,negative,27,0,5,24,"00:20:18,592","00:20:24,805",joy
dia27_utt1.wav,285,"Okay, all right, all right, all right! Okay!  Okay, here's something, here's something blue and new.",chandler,joy,positive,27,1,5,24,"00:21:04,763","00:21:11,060",neutral
dia28_utt3.wav,289,"And it’s all because of you, wonderful, amazing you.",ross,joy,positive,28,3,4,15,"00:19:27,916","00:19:29,917",joy
dia28_utt4.wav,290,I think you’ve got concussion.,emily,fear,negative,28,4,4,15,"00:19:30,085","00:19:34,839",neutral
dia28_utt5.wav,291,"No, no, I’m serious. Thank you.",ross,joy,positive,28,5,4,15,"00:19:35,007","00:19:37,592",joy
dia28_utt6.wav,292,You’re welcome.  I’m sorry. Did I hurt you?,emily,fear,negative,28,6,4,15,"00:19:38,802","00:19:46,142",sadness
dia28_utt7.wav,293,"It’s worth the pain.  Y’know what, you know what? It’s not.",ross,sadness,negative,28,7,4,15,"00:19:47,728","00:19:50,021",surprise
dia29_utt0.wav,294,Wow! That Mike thing was interesting! I don't know what's gonna happen with Phoebe and David.,monica,surprise,positive,29,0,9,23,"00:08:23,586","00:08:31,426",surprise
dia29_utt1.wav,295,I do! Want a hint? huh? I do  I do.,chandler,joy,positive,29,1,9,23,"00:08:26,839","00:08:31,426",joy
dia29_utt2.wav,296,"Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee.",monica,neutral,neutral,29,2,9,23,"00:08:40,228","00:08:43,188",surprise
dia29_utt3.wav,297,David is going to propose to Phoebe.,chandler,joy,positive,29,3,9,23,"0:08:44,083","0:08:45,668",surprise
